entryID,name,author,material,condition,price
b1117,Zoey Punches the Future in the Dick,"Jason Pargin, David Wong",Paperback,Used,$17.99
b1118,Scourge Between Stars,Ness Brown,Paperback,New,$16.99
b1119,The Dark Tower: Dark Tower 7,Stephen King,Not Specified,Used,$9.99
b1120,On Writing: A Memoir of the Craft,Stephen King,Paperback,Used,$17.00
b1121,11/22/63,Stephen King,Paperback,Used,$20.99
b1122,11 22 63,"Stephen King, Scribner",Hardcover,Used,$35.00
b1123,Thirteen Storeys,Jonathan Sims,Paperback,New,$15.99
b1124,Doctor Sleep,Stephen King,Hardcover,Used,$30.00
b1125,Little Heaven,Nick Cutter,Paperback,New,$17.99
b1126,The Turn: The Hollows Begins with Death,Kim Harrison,Hardcover,Used,$26.99
b1127,11 22 63,Stephen King,Not Specified,Used,$9.99
b1128,End of Watch,Stephen King,Not Specified,New,$9.99
b1129,The Gunslinger: The Dark Tower #1,Stephen King,Paperback,Used,$17.99
b1130,Long Walk,Stephen King,Not Specified,Used,$9.99
b1131,Misery,Stephen King,Not Specified,Used,$10.99
b1132,The Gunslinger (The Dark Tower #1),Stephen King,Not Specified,Used,$9.99
b1133,Sleeping Beauties,Stephen King and Owen King,Hardcover,Used,$32.50
b1134,It MTI,Stephen King,Paperback,Used,$19.99
b1135,The Outsider,Stephen King,Hardcover,Used,$30.00
b1136,The Outsider,Stephen King,Paperback,Used,$18.99
b1137,H P Lovecrafts the Call of Cthulhu for Beginning Readers,R J Ivankovic,Hardcover,Used,$19.95
b1138,Rafael,Laurell K Hamilton,Not Specified,New,$9.99
b1139,Dead Ice Anita Blake Book 24,Laurell K Hamilton,Hardcover,Used,$27.95
b1140,Shiver of Light Meredith Gentry Book 9,Laurell K Hamilton,Hardcover,Used,$27.95
b1141,Diablo Moon of the Spider,Richard A Knaak,Paperback,New,$14.95
b1142,Deep,Nick Cutter,Paperback,New,$17.99
b1143,The Boy on the Bridge: Hungry Plague 2,M R Carey,Paperback,Used,$19.99
b1144,Soul Taken Mercy Thompson Book 13,Patricia Briggs,Hardcover,New,$28.00
b1145,Laughing Corpse Anita Blake 02,Laurell K Hamilton,Not Specified,Used,$8.99
b1146,The Witching Hour: Lives of the Mayfair Witches 1,Anne Rice,Not Specified,Used,$9.99
b1147,Books of Blood Volume 1 to 3,Clive Barker,Paperback,Used,$20.00
b1148,Brother,Ania Ahlborn,Paperback,New,$17.99
b1149,World War Z An Oral History of the Zombie War,Max Brooks,Hardcover,Used,$28.00
b1150,Fistful Of Charms Rachel Morgan 04,Kim Harrison,Not Specified,Used,$8.99
b1151,Crimson Death Anita Blake 25,Laurell K Hamilton,Not Specified,Used,$8.99
b1152,Hacienda,Isabel Canas,Book,Used,$14.95
b1153,Dead Witch Walking Rachel Morgan 01,Kim Harrison,Not Specified,Used,$7.99
b1154,Necronomnomnom Recipes & Rites from the Lore of H P Lovecraft,LLC Red Duke Games,Hardcover,Used,$30.00
b1155,Whisper Down the Lane,Clay Chapman,Hardcover,Used,$19.99
b1156,Black & Endless Sky,Matthew Lyons,Paperback,New,$19.99
b1157,Voices in the Snow,Darcy Coates,Paperback,Used,$14.99
b1158,Girl from Rawblood,Catriona Ward,Paperback,New,$17.99
b1159,Negative Space,B. R. Yeager,Paperback,New,$14.99
b1160,Crom Cruach,Valkyrie Loughcrewe,Paperback,New,$15.00
b1161,Vessel,Adam Nevill,Paperback,New,$11.75
b1162,Mr. Jones (Seth's Christmas Ghost Stories),Edith Wharton and Seth,Paperback,New,$7.95
b1163,Corner Shop A Ghost Story for Christmas,"Cynthia Asquith, Seth",Paperback,New,$7.95
b1164,Tear,Erica McKeen,Paperback,New,$16.95
b1165,Gothic Chilling Horror Short Stories,"Dale Townshend, Rebecca J Allred, Michael Bondies",Hardcover,Used,$35.00
b1166,Secrets of Drearcliff Grange School,Kim Newman,Not Specified,New,$7.99
b1167,At the Mountains of Madness,H P Lovecraft,Paperback,Used,$9.99
b1168,Shadow People,Graham Masterton,Paperback,New,$16.95
b1169,Empty House & Other Ghost Stories,"Algernon Blackwood, Ruth Heholt",Paperback,New,$9.99
b1170,Whisperer in Darkness,H P Lovecraft,Paperback,Used,$9.99
b1171,Rosemarys Baby UK,"Ira Levin, Chuck Palahniuk",Paperback,Used,$8.98
b1172,Hollows,Daniel Church,Paperback,Used,$17.99
b1173,City of Unspeakable Fear,"Jean Ray, Scott Nicolay",Paperback,New,$15.95
b1174,Cipher,Kathe Koja,Paperback,New,$17.95
b1175,Burnt Offerings,"Robert Marasco, Stephen Graham Jones",Paperback,New,$37.95
b1176,Goddess of Filth,V. Castro,Paperback,New,$16.00
b1177,Linghun,"Ai Jiang, Yi Izzy Yu",Paperback,New,$14.99
b1178,History of Fear,Luke Dumas,Hardcover,Used,$27.99
b1179,Sucker Punch Anita Blake Vampire Hunter Book 27,Laurell K Hamilton,Not Specified,Used,$8.99
b1180,Stranger Things Suspicious Minds Stranger Things Book 1,Gwenda Bond,Paperback,Used,$18.00
b1181,Strange Tales from Japan 99 Chilling Stories of Yokai Ghosts Demons & the Supernatural,"Keisuke Nishimoto, William Scott Wilson",Paperback,New,$15.99
b1182,Horns,Joe Hill,Hardcover,Used,$10.95
b1183,20th Century Ghosts,Joe Hill,Paperback,Used,$16.99
b1184,Full Throttle,Joe Hill,Paperback,New,$18.99
b1185,Strange Weather Four Short Novels,Joe Hill,Hardcover,Used,$27.99
b1186,Cabin at the End of the World MTI Knock at the Cabin,Paul Tremblay,Not Specified,Used,$10.99
b1187,American Supernatural Tales,S T Joshi,Paperback,New,$17.00
b1188,Dark Tales,Shirley Jackson,Paperback,New,$17.00
b1189,Great God Pan & Other Horror Stories,"Arthur Machen, Aaron Worth",Hardcover,New,$22.95
b1190,Zone One,Colson Whitehead,Paperback,Used,$16.00
b1191,The Wolf Gift: Wolf Gift Chronicles 1,Anne Rice,Paperback,Used,$18.00
b1192,Deadline Newsflesh 02,"Mira Grant, Seanan Mcguire",Not Specified,Used,$10.00
b1193,Stiletto: Checquy Files 2,Daniel OMalley,Paperback,Used,$17.99
b1194,Book of Koli Rampart Trilogy Book 1,M R Carey,Paperback,Used,$17.99
b1195,Peoples History of the Vampire Uprising,Raymond A Villareal,Paperback,Used,$16.99
b1196,The Vampire Lestat: Vampire Chronicles 2,Anne Rice,Not Specified,Used,$8.99
b1197,At the Mountains of Madness & Other Tales of Terror,H P Lovecraft,Not Specified,New,$7.99
b1198,The Queen of the Damned: Vampire Chronicles 3,Anne Rice,Not Specified,Used,$8.99
b1199,A Caress of Twilight,Laurell K. Hamilton,Not Specified,Used,$7.99
